   2.7279913e+10   1.6571294e+10   1.6564735e+10   2.5718772e+10   3.1515533e+10   3.1300903e+10   2.6390389e+10   1.8385580e+10   2.5481881e+10   2.6480002e+10   3.2243322e+10   2.6602749e+10   2.5976564e+10   2.7179310e+10   3.2129458e+10   2.7950978e+10   2.7663688e+10   3.3298267e+10   2.7431866e+10   2.7466999e+10   2.1717803e+10   2.7473648e+10   2.8651217e+10   3.0815945e+10   2.6162821e+10   2.6350340e+10   3.4228120e+10   2.5673110e+10   3.2583273e+10   3.0734932e+10
   2.7279913e+10   1.6571294e+10   1.6564735e+10   2.5718772e+10   3.1515533e+10   3.1300903e+10   2.6390389e+10   1.8385580e+10   2.5481881e+10   2.6480002e+10   3.2243322e+10   2.6602749e+10   2.5976564e+10   2.7179310e+10   3.2129458e+10   2.7950978e+10   2.7663688e+10   3.3298267e+10   2.7431866e+10   2.7466999e+10   2.1717803e+10   2.7473648e+10   2.8651217e+10   3.0815945e+10   2.6162821e+10   2.6350340e+10   3.4228120e+10   2.5673110e+10   3.2583273e+10   3.0734932e+10
   2.7279913e+10   1.6571294e+10   1.6564735e+10   2.5718772e+10   3.1515533e+10   3.1257790e+10   2.5824865e+10   1.8385580e+10   2.5481881e+10   2.4696784e+10   3.0753996e+10   2.4147650e+10   1.9350311e+10   2.7179310e+10   3.2129458e+10   2.5355112e+10   2.2553654e+10   3.1099558e+10   2.7431866e+10   2.7466999e+10   2.1717803e+10   2.7473648e+10   2.8651217e+10   2.6264529e+10   2.5838821e+10   2.6350340e+10   3.3893701e+10   2.4194514e+10   3.0265123e+10   2.8886873e+10
   2.6695459e+10   1.6571294e+10   1.5853903e+10   2.0626879e+10   2.4121153e+10   2.8596160e+10   2.3456956e+10   1.6398519e+10   2.5459085e+10   1.7701543e+10   2.7357098e+10   2.4147650e+10   1.9350311e+10   2.4248686e+10   2.4830579e+10   2.5355112e+10   2.1985864e+10   2.8759070e+10   2.5799129e+10   2.3447358e+10   2.1717803e+10   2.6150710e+10   2.8083967e+10   2.5221305e+10   2.4696339e+10   2.6350340e+10   2.6699536e+10   2.4194514e+10   2.6275518e+10   2.2747276e+10
   2.4177754e+10   1.6193805e+10   1.5853903e+10   1.9715091e+10   2.4121153e+10   2.4081709e+10   1.6607160e+10   1.5229228e+10   2.3055512e+10   1.7701543e+10   2.3941742e+10   2.1518051e+10   1.9181062e+10   1.6648139e+10   2.4830579e+10   2.2829203e+10   1.8711684e+10   2.5796840e+10   2.5799129e+10   1.8720898e+10   2.0226974e+10   2.4016559e+10   2.2865085e+10   2.4373321e+10   2.2656189e+10   2.2340554e+10   2.0817384e+10   2.4194514e+10   1.7423169e+10   2.2611251e+10
   1.7898817e+10   1.6163426e+10   1.5577893e+10   1.3653137e+10   2.0343699e+10   2.2120643e+10   1.5146240e+10   1.4240273e+10   1.9850447e+10   1.5596586e+10   1.7843486e+10   1.7869188e+10   1.7479061e+10   1.3589291e+10   1.4715672e+10   2.2659223e+10   1.6906113e+10   1.4553629e+10   2.3612624e+10   1.4724600e+10   1.7866692e+10   2.2567327e+10   1.8078213e+10   1.8260159e+10   2.1945086e+10   1.7165221e+10   1.3148298e+10   1.9331334e+10   1.6070886e+10   1.3731066e+10
   1.2615492e+10   7.4997649e+09   9.8894651e+09   1.2955134e+10   1.3459016e+10   1.5878012e+10   1.2157252e+10   1.1308252e+10   1.1661796e+10   1.3406502e+10   1.1861529e+10   1.1579594e+10   1.5070864e+10   8.7604810e+09   1.0851579e+10   1.1312104e+10   1.3465864e+10   1.0941915e+10   1.6301228e+10   1.4289682e+10   1.3094340e+10   1.3700542e+10   1.0373646e+10   1.2805917e+10   1.4635534e+10   1.2609613e+10   1.1055696e+10   1.0696293e+10   1.0706716e+10   1.2768942e+10
   5.6775748e+09   5.7389234e+09   6.1569151e+09   7.2050930e+09   6.3052602e+09   6.3751238e+09   5.1889331e+09   9.0451921e+09   5.5429785e+09   5.0489237e+09   5.3412793e+09   7.5441915e+09   6.3974153e+09   3.4829979e+09   6.7200972e+09   5.9396237e+09   3.9672404e+09   6.8615745e+09   5.9239975e+09   6.0278762e+09   5.5555601e+09   3.3966650e+09   6.5554392e+09   5.8956949e+09   4.9914682e+09   5.7170437e+09   5.7951153e+09   6.2492591e+09   5.5739999e+09   5.7496902e+09
   2.0038062e+09   1.1781362e+09   1.2137330e+09   1.2562594e+09   1.3460856e+09   7.1603799e+08   2.0249280e+09   2.4907751e+09   2.1639013e+09   1.0974581e+09   2.0008678e+09   1.9663463e+09   2.0569553e+09   2.0856061e+09   2.1124408e+09   1.7697226e+09   1.7951542e+09   1.5813719e+09   1.7159295e+09   1.5851044e+09   1.8746631e+09   1.3968749e+09   1.0759613e+09   2.0767684e+09   1.6524569e+09   1.6851288e+09   2.0600003e+09   1.6793889e+09   1.7939214e+09   1.8103118e+09
   1.6016260e+08   2.1028816e+08   1.5136092e+08   1.6164652e+08   2.1702518e+08   1.1797936e+08   2.5314391e+08   1.3136088e+08   2.9304180e+08   1.5434641e+08   1.8442864e+08   1.7809265e+08   2.2253679e+08   1.5607163e+08   2.8838216e+08   1.9855246e+08   1.5113728e+08   2.1558560e+08   1.3167947e+08   3.3585831e+08   2.3270470e+08   1.6816022e+08   1.3671663e+08   1.6647844e+08   3.2305127e+08   2.5052944e+08   2.3498515e+08   9.2052058e+07   1.3677960e+08   2.5013157e+08
